id,device_id,temperature,pH,tds,turbidity,conductivity,timestamp
910,DEVICE_002,18.0,4.62,98.3,0.54,62.1,2026-04-04 05:47:57.869028
911,DEVICE_002,21.7,8.11,272.7,0.57,138.4,2026-04-04 06:17:57.869028
912,DEVICE_001,8.8,4.35,453.4,1.7,116.9,2026-04-04 06:47:57.869028
913,DEVICE_001,15.1,7.51,254.3,0.85,132.2,2026-04-04 07:17:57.869028
914,DEVICE_002,22.9,6.6,198.4,0.43,138.4,2026-04-04 07:47:57.869028
915,DEVICE_001,19.1,7.65,86.6,0.83,144.3,2026-04-04 08:17:57.869028
916,DEVICE_001,9.7,6.91,182.9,0.56,80.3,2026-04-04 08:47:57.869028
917,DEVICE_003,22.8,6.95,205.9,0.24,52.5,2026-04-04 09:17:57.869028
918,DEVICE_001,20.6,7.25,153.3,0.49,129.8,2026-04-04 09:47:57.869028
919,DEVICE_001,17.6,8.42,183.1,3.0,99.9,2026-04-04 10:17:57.869028
920,DEVICE_003,24.1,6.89,134.2,0.4,139.5,2026-04-04 10:47:57.869028
921,DEVICE_002,17.5,4.27,67.7,0.74,68.9,2026-04-04 11:17:57.869028
922,DEVICE_002,20.8,7.79,271.2,0.36,146.2,2026-04-04 11:47:57.869028
923,DEVICE_001,19.9,8.33,530.3,0.24,134.1,2026-04-04 12:17:57.869028
924,DEVICE_002,21.7,6.8,150.2,0.79,142.7,2026-04-04 12:47:57.869028
925,DEVICE_003,19.0,8.06,149.4,0.81,125.9,2026-04-04 13:17:57.869028
926,DEVICE_001,19.2,6.69,294.6,0.49,65.7,2026-04-04 13:47:57.869028
927,DEVICE_002,19.4,6.63,293.5,0.31,62.9,2026-04-04 14:17:57.869028
928,DEVICE_003,20.2,5.23,203.3,0.11,62.4,2026-04-04 14:47:57.869028
929,DEVICE_001,21.5,6.61,90.5,0.45,55.1,2026-04-04 15:17:57.869028
930,DEVICE_003,19.5,7.8,223.2,0.6,96.1,2026-04-04 15:47:57.869028
931,DEVICE_003,16.9,7.3,237.1,0.13,62.7,2026-04-04 16:17:57.869028
932,DEVICE_001,5.9,6.95,150.9,0.64,132.2,2026-04-04 16:47:57.869028
933,DEVICE_003,16.4,8.12,261.8,0.73,123.3,2026-04-04 17:17:57.869028
934,DEVICE_002,23.1,7.91,110.9,0.46,73.7,2026-04-04 17:47:57.869028
935,DEVICE_002,18.3,6.67,270.1,0.68,124.9,2026-04-04 18:17:57.869028
936,DEVICE_003,19.0,8.19,230.8,0.58,145.0,2026-04-04 18:47:57.869028
937,DEVICE_002,23.7,8.28,277.0,0.54,63.7,2026-04-04 19:17:57.869028
938,DEVICE_003,15.9,7.93,164.2,0.11,54.2,2026-04-04 19:47:57.869028
939,DEVICE_003,24.6,6.62,190.6,0.84,144.3,2026-04-04 20:17:57.869028
940,DEVICE_002,15.5,8.15,142.2,0.66,62.6,2026-04-04 20:47:57.869028
941,DEVICE_002,7.1,9.72,458.9,4.97,144.4,2026-04-04 21:17:57.869028
942,DEVICE_001,19.4,7.96,143.2,0.5,109.7,2026-04-04 21:47:57.869028
943,DEVICE_001,22.3,7.08,94.6,0.41,145.5,2026-04-04 22:17:57.869028
944,DEVICE_002,24.7,7.29,79.1,0.52,85.9,2026-04-04 22:47:57.869028
945,DEVICE_001,21.7,7.1,135.6,3.98,123.5,2026-04-04 23:17:57.869028
946,DEVICE_001,21.9,7.35,219.7,3.74,144.7,2026-04-04 23:47:57.869028
947,DEVICE_003,16.0,7.34,148.6,0.86,69.1,2026-04-05 00:17:57.869028
948,DEVICE_001,20.8,7.85,256.6,0.15,58.8,2026-04-05 00:47:57.869028
949,DEVICE_003,17.2,7.86,149.3,0.1,131.1,2026-04-05 01:17:57.869028
950,DEVICE_001,24.7,6.8,247.0,0.35,83.8,2026-04-05 01:47:57.869028
951,DEVICE_003,18.5,7.42,89.5,0.25,141.1,2026-04-05 02:17:57.869028
952,DEVICE_003,22.9,7.45,142.7,0.44,54.0,2026-04-05 02:47:57.869028
953,DEVICE_001,19.0,6.59,92.2,0.23,102.3,2026-04-05 03:17:57.869028
954,DEVICE_002,19.0,7.84,76.3,0.73,78.1,2026-04-05 03:47:57.869028
955,DEVICE_001,15.6,7.88,231.8,0.65,62.5,2026-04-05 04:17:57.869028
956,DEVICE_002,19.0,6.64,268.6,0.55,70.5,2026-04-05 04:47:57.869028
957,DEVICE_002,20.1,4.16,211.7,0.43,145.4,2026-04-05 05:17:57.869028
958,DEVICE_003,24.6,7.55,287.4,0.69,70.0,2026-04-05 05:47:57.869028
959,DEVICE_001,21.4,6.86,138.5,0.62,74.9,2026-04-05 06:17:57.869028
960,DEVICE_002,20.7,7.64,184.8,0.44,69.3,2026-04-05 06:47:57.869028
961,DEVICE_002,17.5,8.1,273.2,0.12,125.8,2026-04-05 07:17:57.869028
962,DEVICE_002,24.7,6.6,298.9,0.17,75.4,2026-04-05 07:47:57.869028
963,DEVICE_003,17.7,8.11,143.0,0.16,121.4,2026-04-05 08:17:57.869028
964,DEVICE_002,16.9,7.94,234.0,1.87,81.7,2026-04-05 08:47:57.869028
965,DEVICE_001,19.0,6.56,51.9,0.21,119.2,2026-04-05 09:17:57.869028
966,DEVICE_001,23.3,6.36,196.7,0.11,72.8,2026-04-05 09:47:57.869028
967,DEVICE_003,21.8,7.71,102.6,0.57,142.7,2026-04-05 10:17:57.869028
968,DEVICE_002,12.2,5.31,653.1,1.54,88.8,2026-04-05 10:47:57.869028
969,DEVICE_001,23.8,7.22,214.5,0.72,118.0,2026-04-05 11:17:57.869028
970,DEVICE_001,15.9,7.18,209.3,4.43,148.5,2026-04-05 11:47:57.869028
971,DEVICE_002,20.1,7.18,248.8,0.23,52.5,2026-04-05 12:17:57.869028
972,DEVICE_003,15.4,7.06,156.5,0.12,111.3,2026-04-05 12:47:57.869028
973,DEVICE_002,22.4,9.09,60.8,0.59,101.8,2026-04-05 13:17:57.869028
974,DEVICE_001,16.1,7.37,616.3,0.33,112.8,2026-04-05 13:47:57.869028
975,DEVICE_003,15.2,7.18,463.6,0.7,68.3,2026-04-05 14:17:57.869028
976,DEVICE_001,17.3,4.22,76.3,0.53,140.4,2026-04-05 14:47:57.869028
977,DEVICE_002,11.7,9.2,745.0,3.87,118.4,2026-04-05 15:17:57.869028
978,DEVICE_002,22.5,7.99,234.6,0.34,83.1,2026-04-05 15:47:57.869028
979,DEVICE_002,22.2,7.16,120.0,0.34,76.8,2026-04-05 16:17:57.869028
980,DEVICE_003,20.4,8.46,72.1,0.61,77.2,2026-04-05 16:47:57.869028
981,DEVICE_001,10.4,9.48,408.2,4.63,126.8,2026-04-05 17:17:57.869028
982,DEVICE_001,22.6,7.51,93.4,0.68,123.4,2026-04-05 17:47:57.869028
983,DEVICE_001,21.8,8.33,75.4,0.28,91.7,2026-04-05 18:17:57.869028
984,DEVICE_003,21.5,7.32,210.9,0.59,89.4,2026-04-05 18:47:57.869028
985,DEVICE_003,7.2,8.14,277.5,0.28,132.9,2026-04-05 19:17:57.869028
986,DEVICE_002,16.8,6.54,200.5,0.86,139.7,2026-04-05 19:47:57.869028
987,DEVICE_001,19.3,7.25,191.5,0.77,113.0,2026-04-05 20:17:57.869028
988,DEVICE_002,22.4,7.92,216.0,0.42,144.2,2026-04-05 20:47:57.869028
989,DEVICE_001,19.2,6.86,254.7,0.32,90.1,2026-04-05 21:17:57.869028
990,DEVICE_001,16.7,9.47,55.4,0.32,118.5,2026-04-05 21:47:57.869028
991,DEVICE_003,21.1,8.41,105.4,0.31,76.7,2026-04-05 22:17:57.869028
992,DEVICE_003,18.7,7.93,282.1,0.81,110.4,2026-04-05 22:47:57.869028
993,DEVICE_003,15.1,8.07,177.7,0.26,144.1,2026-04-05 23:17:57.869028
994,DEVICE_002,7.8,6.37,511.5,2.51,97.5,2026-04-05 23:47:57.869028
995,DEVICE_003,20.2,7.53,61.0,0.26,135.9,2026-04-06 00:17:57.869028
996,DEVICE_003,13.4,7.61,52.0,0.39,147.3,2026-04-06 00:47:57.869028
997,DEVICE_002,16.8,7.36,772.2,0.8,59.9,2026-04-06 01:17:57.869028
998,DEVICE_002,24.8,8.35,274.4,0.84,136.6,2026-04-06 01:47:57.869028
999,DEVICE_003,23.0,6.56,209.1,0.38,51.9,2026-04-06 02:17:57.869028
1000,DEVICE_003,9.1,4.51,457.8,3.97,62.2,2026-04-06 02:47:57.869028
1001,DEVICE_002,22.5,6.86,219.1,0.51,114.4,2026-04-06 03:17:57.869028
1002,DEVICE_002,17.7,7.42,189.8,0.8,92.7,2026-04-06 03:47:57.869028
1003,DEVICE_002,23.8,6.91,181.6,0.25,99.1,2026-04-06 04:17:57.869028
1004,DEVICE_001,17.9,8.4,160.9,0.24,117.1,2026-04-06 04:47:57.869028
1005,DEVICE_002,17.4,7.16,291.2,0.45,126.5,2026-04-06 05:17:57.869028
1006,DEVICE_003,12.9,6.92,178.5,0.12,118.4,2026-04-06 05:47:57.869028
1007,DEVICE_001,15.5,7.71,184.1,0.76,83.1,2026-04-06 06:17:57.869028
1008,DEVICE_003,17.5,7.78,294.1,0.2,107.6,2026-04-06 06:47:57.869028
1009,DEVICE_001,20.7,7.72,243.0,0.68,120.8,2026-04-06 07:17:57.869028
1010,DEVICE_001,15.7,8.0,209.5,0.14,86.2,2026-04-06 07:47:57.869028
1011,DEVICE_002,8.8,9.83,364.4,4.51,105.4,2026-04-06 08:17:57.869028
1012,DEVICE_003,16.0,7.06,52.9,0.76,70.6,2026-04-06 08:47:57.869028
1013,DEVICE_001,21.3,9.35,170.2,0.52,101.3,2026-04-06 09:17:57.869028
1014,DEVICE_002,23.5,8.38,196.4,0.65,143.3,2026-04-06 09:47:57.869028
1015,DEVICE_002,21.2,8.3,125.2,0.69,117.9,2026-04-06 10:17:57.869028
1016,DEVICE_001,16.9,7.69,277.8,0.25,142.4,2026-04-06 10:47:57.869028
1017,DEVICE_003,22.5,7.13,65.1,0.64,93.8,2026-04-06 11:17:57.869028
1018,DEVICE_001,22.4,7.47,267.4,0.27,68.6,2026-04-06 11:47:57.869028
1019,DEVICE_003,9.0,7.58,179.1,0.45,102.0,2026-04-06 12:17:57.869028
1020,DEVICE_003,17.6,7.88,167.0,2.54,104.0,2026-04-06 12:47:57.869028
1021,DEVICE_003,15.3,6.76,102.4,0.42,100.7,2026-04-06 13:17:57.869028
1022,DEVICE_002,12.0,6.26,481.2,1.58,76.3,2026-04-06 13:47:57.869028
1023,DEVICE_003,16.4,7.99,209.0,0.5,120.7,2026-04-06 14:17:57.869028
1024,DEVICE_002,22.3,8.25,232.7,0.33,55.5,2026-04-06 14:47:57.869028
1025,DEVICE_001,15.9,8.36,111.1,0.14,79.2,2026-04-06 15:17:57.869028
1026,DEVICE_003,22.2,6.63,204.5,0.81,72.9,2026-04-06 15:47:57.869028
1027,DEVICE_001,21.1,7.25,164.0,0.84,128.8,2026-04-06 16:17:57.869028
1028,DEVICE_002,19.9,8.31,183.0,0.77,74.7,2026-04-06 16:47:57.869028
1029,DEVICE_001,17.0,7.93,236.2,2.08,64.7,2026-04-06 17:17:57.869028
1030,DEVICE_002,23.0,7.99,236.5,0.63,129.7,2026-04-06 17:47:57.869028
1031,DEVICE_001,21.9,7.79,202.8,0.27,92.1,2026-04-06 18:17:57.869028
1032,DEVICE_001,20.9,4.21,229.0,0.46,55.3,2026-04-06 18:47:57.869028
1033,DEVICE_003,18.8,7.38,141.2,3.99,144.6,2026-04-06 19:17:57.869028
1034,DEVICE_002,15.1,8.39,157.6,0.3,119.5,2026-04-06 19:47:57.869028
1035,DEVICE_002,16.4,6.84,116.8,0.19,109.0,2026-04-06 20:17:57.869028
1036,DEVICE_001,20.1,8.06,135.1,0.19,77.1,2026-04-06 20:47:57.869028
1037,DEVICE_003,24.1,7.62,95.6,0.1,93.3,2026-04-06 21:17:57.869028
1038,DEVICE_003,21.7,8.45,231.0,0.29,109.2,2026-04-06 21:47:57.869028
1039,DEVICE_002,8.1,7.0,258.1,0.44,139.1,2026-04-06 22:17:57.869028
1040,DEVICE_001,21.4,7.15,123.9,0.11,63.6,2026-04-06 22:47:57.869028
1041,DEVICE_001,24.8,8.29,86.1,0.39,111.8,2026-04-06 23:17:57.869028
1042,DEVICE_002,23.7,7.25,173.2,0.41,72.0,2026-04-06 23:47:57.869028
1043,DEVICE_002,24.6,7.57,223.8,0.38,71.8,2026-04-07 00:17:57.869028
1044,DEVICE_001,16.5,6.93,257.2,0.62,100.4,2026-04-07 00:47:57.869028
1045,DEVICE_003,23.2,7.39,88.7,2.61,56.4,2026-04-07 01:17:57.869028
1046,DEVICE_003,19.4,6.65,162.0,1.74,125.8,2026-04-07 01:47:57.869028
1047,DEVICE_002,18.6,7.67,185.8,0.35,51.6,2026-04-07 02:17:57.869028
1048,DEVICE_001,20.3,6.58,127.4,1.76,52.0,2026-04-07 02:47:57.869028
1049,DEVICE_003,24.1,6.58,268.9,0.8,140.5,2026-04-07 03:17:57.869028
1050,DEVICE_001,19.2,7.86,255.1,3.74,129.8,2026-04-07 03:47:57.869028
1051,DEVICE_002,23.8,8.41,157.1,0.38,119.4,2026-04-07 04:17:57.869028
1052,DEVICE_002,18.2,7.13,421.6,0.64,108.1,2026-04-07 04:47:57.869028
1053,DEVICE_001,8.4,5.48,693.8,1.55,136.8,2026-04-07 05:17:57.869028
1054,DEVICE_003,22.1,6.81,282.2,0.81,70.5,2026-04-07 05:47:57.869028
1055,DEVICE_002,22.5,6.85,291.4,0.19,127.2,2026-04-07 06:17:57.869028
1056,DEVICE_003,23.2,6.83,135.2,0.46,60.2,2026-04-07 06:47:57.869028
1057,DEVICE_003,22.8,7.93,108.6,0.89,137.2,2026-04-07 07:17:57.869028
1058,DEVICE_002,6.3,5.26,539.4,2.24,74.0,2026-04-07 07:47:57.869028
1059,DEVICE_002,22.7,8.05,106.9,0.88,109.8,2026-04-07 08:17:57.869028
1060,DEVICE_001,18.7,8.42,218.6,0.47,135.9,2026-04-07 08:47:57.869028
1061,DEVICE_001,16.8,8.33,772.1,0.34,110.8,2026-04-07 09:17:57.869028
1062,DEVICE_001,20.1,7.08,207.4,0.28,89.4,2026-04-07 09:47:57.869028
1063,DEVICE_001,19.4,8.26,56.4,0.66,92.4,2026-04-07 10:17:57.869028
1064,DEVICE_001,20.6,9.47,63.9,0.19,127.2,2026-04-07 10:47:57.869028
1065,DEVICE_001,21.0,7.32,150.7,0.65,76.7,2026-04-07 11:17:57.869028
1066,DEVICE_002,19.6,6.65,108.0,0.61,67.6,2026-04-07 11:47:57.869028
1067,DEVICE_002,24.7,7.63,126.5,0.63,56.7,2026-04-07 12:17:57.869028
1068,DEVICE_002,16.3,7.1,51.8,0.55,111.0,2026-04-07 12:47:57.869028
1069,DEVICE_002,15.4,7.92,55.2,0.62,79.4,2026-04-07 13:17:57.869028
1070,DEVICE_001,23.3,7.26,117.8,2.1,54.4,2026-04-07 13:47:57.869028
1071,DEVICE_002,18.4,6.96,224.2,4.64,143.1,2026-04-07 14:17:57.869028
1072,DEVICE_002,23.4,6.96,295.7,0.4,120.7,2026-04-07 14:47:57.869028
1073,DEVICE_003,16.8,7.55,196.4,0.62,66.8,2026-04-07 15:17:57.869028
1074,DEVICE_002,22.1,8.06,146.7,0.76,107.9,2026-04-07 15:47:57.869028
1075,DEVICE_001,16.3,7.5,524.7,0.53,123.7,2026-04-07 16:17:57.869028
1076,DEVICE_003,22.3,6.83,61.7,0.78,109.9,2026-04-07 16:47:57.869028
1077,DEVICE_003,15.2,7.0,281.0,2.74,70.9,2026-04-07 17:17:57.869028
1078,DEVICE_001,19.2,7.37,166.4,2.71,92.3,2026-04-07 17:47:57.869028
1079,DEVICE_001,17.4,7.37,157.0,0.52,110.9,2026-04-07 18:17:57.869028
1080,DEVICE_002,9.4,8.13,261.8,0.39,137.9,2026-04-07 18:47:57.869028
1081,DEVICE_001,18.9,7.21,261.8,0.89,118.6,2026-04-07 19:17:57.869028
1082,DEVICE_003,22.7,8.12,144.6,0.81,62.3,2026-04-07 19:47:57.869028
1083,DEVICE_002,16.6,6.87,215.6,0.89,77.6,2026-04-07 20:17:57.869028
1084,DEVICE_001,24.8,7.41,290.1,0.49,115.8,2026-04-07 20:47:57.869028
1085,DEVICE_003,20.4,7.4,220.6,2.56,108.6,2026-04-07 21:17:57.869028
1086,DEVICE_003,20.8,7.2,80.5,0.21,96.8,2026-04-07 21:47:57.869028
1087,DEVICE_003,23.4,9.71,266.8,0.24,111.4,2026-04-07 22:17:57.869028
1088,DEVICE_003,16.8,8.45,207.3,0.78,70.0,2026-04-07 22:47:57.869028
1089,DEVICE_001,16.9,6.93,174.1,0.17,142.9,2026-04-07 23:17:57.869028
1090,DEVICE_001,16.5,5.11,209.6,0.6,132.4,2026-04-07 23:47:57.869028
1091,DEVICE_001,22.8,6.79,277.6,0.8,62.2,2026-04-08 00:17:57.869028
1092,DEVICE_001,21.8,8.17,300.0,0.66,113.2,2026-04-08 00:47:57.869028
1093,DEVICE_001,21.4,8.14,274.8,4.56,127.8,2026-04-08 01:17:57.869028
1094,DEVICE_001,22.3,6.97,62.7,0.13,128.2,2026-04-08 01:47:57.869028
1095,DEVICE_002,23.3,7.05,201.6,0.53,112.0,2026-04-08 02:17:57.869028
1096,DEVICE_003,19.6,8.37,115.6,0.29,73.7,2026-04-08 02:47:57.869028
1097,DEVICE_001,24.9,7.15,217.8,2.16,105.8,2026-04-08 03:17:57.869028
1098,DEVICE_001,19.6,7.51,93.9,0.57,80.5,2026-04-08 03:47:57.869028
1099,DEVICE_003,23.5,7.84,212.6,0.73,114.5,2026-04-08 04:17:57.869028
1100,DEVICE_002,11.4,7.23,90.2,0.61,52.6,2026-04-08 04:47:57.869028
1101,DEVICE_001,8.5,7.55,271.3,0.63,146.1,2026-04-08 05:17:57.869028
1102,DEVICE_001,18.1,7.92,130.6,0.64,58.8,2026-04-08 05:47:57.869028
1103,DEVICE_002,20.9,6.6,262.5,0.51,106.9,2026-04-08 06:17:57.869028
1104,DEVICE_001,19.3,7.69,258.4,0.69,148.2,2026-04-08 06:47:57.869028
1105,DEVICE_001,16.1,8.48,190.4,0.1,52.5,2026-04-08 07:17:57.869028
1106,DEVICE_003,23.8,5.24,238.5,0.3,139.1,2026-04-08 07:47:57.869028
1107,DEVICE_002,25.0,7.64,204.9,4.5,88.1,2026-04-08 08:17:57.869028
1108,DEVICE_002,15.4,9.18,96.1,0.63,141.2,2026-04-08 08:47:57.869028
1109,DEVICE_002,17.0,7.0,259.5,0.13,101.5,2026-04-08 09:17:57.869028
1110,DEVICE_001,24.3,6.92,153.2,0.54,88.5,2026-04-08 09:47:57.869028
1111,DEVICE_001,17.2,7.2,241.4,0.7,149.9,2026-04-08 10:17:57.869028
1112,DEVICE_001,20.9,7.69,184.6,0.85,92.8,2026-04-08 10:47:57.869028
1113,DEVICE_002,23.3,8.41,231.6,0.49,79.1,2026-04-08 11:17:57.869028
1114,DEVICE_001,19.5,7.46,206.4,0.52,127.8,2026-04-08 11:47:57.869028
1115,DEVICE_003,21.3,8.12,102.7,0.37,142.2,2026-04-08 12:17:57.869028
1116,DEVICE_001,8.0,7.35,106.0,0.49,82.2,2026-04-08 12:47:57.869028
1117,DEVICE_001,24.6,7.26,251.2,0.89,69.2,2026-04-08 13:17:57.869028
1118,DEVICE_002,24.6,7.01,111.8,0.75,108.4,2026-04-08 13:47:57.869028
1119,DEVICE_003,21.1,6.87,242.9,1.91,82.3,2026-04-08 14:17:57.869028
1120,DEVICE_001,19.4,7.77,60.9,0.35,58.2,2026-04-08 14:47:57.869028
1121,DEVICE_001,7.0,7.23,116.9,0.39,63.8,2026-04-08 15:17:57.869028
1122,DEVICE_001,15.4,6.83,267.2,0.69,124.2,2026-04-08 15:47:57.869028
1123,DEVICE_002,17.5,8.37,92.9,0.37,80.5,2026-04-08 16:17:57.869028
1124,DEVICE_003,22.8,8.1,78.7,0.87,73.6,2026-04-08 16:47:57.869028
1125,DEVICE_002,21.4,8.06,147.1,0.25,51.3,2026-04-08 17:17:57.869028
1126,DEVICE_003,17.8,8.01,133.8,0.56,107.7,2026-04-08 17:47:57.869028
1127,DEVICE_001,16.8,8.22,165.7,0.46,138.7,2026-04-08 18:17:57.869028
1128,DEVICE_003,24.7,7.53,274.6,0.82,87.4,2026-04-08 18:47:57.869028
1129,DEVICE_002,7.4,4.47,704.3,2.91,107.6,2026-04-08 19:17:57.869028
1130,DEVICE_001,22.9,8.08,200.5,0.84,128.7,2026-04-08 19:47:57.869028
1131,DEVICE_002,25.0,8.4,55.7,0.88,90.6,2026-04-08 20:17:57.869028
1132,DEVICE_001,16.3,8.24,118.4,0.3,143.1,2026-04-08 20:47:57.869028
1133,DEVICE_001,19.4,7.9,50.3,0.61,128.6,2026-04-08 21:17:57.869028
1134,DEVICE_001,17.5,7.71,126.0,0.65,145.4,2026-04-08 21:47:57.869028
1135,DEVICE_002,20.7,7.66,219.1,0.74,61.0,2026-04-08 22:17:57.869028
1136,DEVICE_002,15.4,7.58,164.0,2.42,98.8,2026-04-08 22:47:57.869028
1137,DEVICE_002,18.9,7.57,185.1,0.17,83.0,2026-04-08 23:17:57.869028
1138,DEVICE_003,18.2,8.18,89.1,0.11,126.8,2026-04-08 23:47:57.869028
1139,DEVICE_001,6.9,8.78,352.3,2.24,92.3,2026-04-09 00:17:57.869028
1140,DEVICE_003,16.8,7.11,196.5,0.79,137.9,2026-04-09 00:47:57.869028
1141,DEVICE_002,25.0,6.62,118.5,0.17,76.0,2026-04-09 01:17:57.869028
1142,DEVICE_002,16.9,4.71,162.1,0.81,126.6,2026-04-09 01:47:57.869028
1143,DEVICE_003,23.3,7.3,129.6,0.11,148.2,2026-04-09 02:17:57.869028
1144,DEVICE_003,19.0,6.71,100.6,0.43,146.4,2026-04-09 02:47:57.869028
1145,DEVICE_003,5.9,9.89,562.3,4.48,129.0,2026-04-09 03:17:57.869028
1146,DEVICE_002,15.8,7.94,129.7,0.81,146.1,2026-04-09 03:47:57.869028
1147,DEVICE_001,15.7,6.82,122.8,0.57,102.0,2026-04-09 04:17:57.869028
1148,DEVICE_001,23.2,8.29,265.2,4.26,98.9,2026-04-09 04:47:57.869028
1149,DEVICE_003,20.9,7.97,256.2,0.63,102.6,2026-04-09 05:17:57.869028
1150,DEVICE_002,18.6,6.58,161.9,0.28,97.1,2026-04-09 05:47:57.869028
1151,DEVICE_001,16.2,6.9,151.1,0.17,105.8,2026-04-09 06:17:57.869028
1152,DEVICE_003,20.4,8.34,485.1,0.33,105.8,2026-04-09 06:47:57.869028
1153,DEVICE_001,18.5,9.43,158.5,0.83,56.8,2026-04-09 07:17:57.869028
1154,DEVICE_003,7.7,4.39,424.8,2.97,71.7,2026-04-09 07:47:57.869028
1155,DEVICE_002,17.6,5.65,205.0,0.59,149.4,2026-04-09 08:17:57.869028
1156,DEVICE_002,18.0,8.34,210.0,0.48,67.3,2026-04-09 08:47:57.869028
1157,DEVICE_003,16.3,7.33,782.4,0.52,70.7,2026-04-09 09:17:57.869028
1158,DEVICE_001,12.2,8.15,142.2,0.51,115.7,2026-04-09 09:47:57.869028
1159,DEVICE_002,23.5,7.54,132.5,0.51,124.8,2026-04-09 10:17:57.869028
1160,DEVICE_001,23.9,8.39,238.5,0.75,93.1,2026-04-09 10:47:57.869028
1161,DEVICE_002,15.7,8.24,278.0,0.85,144.9,2026-04-09 11:17:57.869028
1162,DEVICE_003,18.7,9.34,247.2,0.5,123.9,2026-04-09 11:47:57.869028
1163,DEVICE_002,15.7,7.33,134.3,0.68,86.0,2026-04-09 12:17:57.869028
1164,DEVICE_001,13.9,6.5,282.2,0.14,132.0,2026-04-09 12:47:57.869028
1165,DEVICE_003,17.3,7.25,50.8,0.1,128.9,2026-04-09 13:17:57.869028
1166,DEVICE_003,24.7,8.15,224.1,0.19,67.3,2026-04-09 13:47:57.869028
1167,DEVICE_001,20.0,7.68,278.7,0.28,108.4,2026-04-09 14:17:57.869028
1168,DEVICE_003,24.9,7.75,156.3,0.49,85.7,2026-04-09 14:47:57.869028
1169,DEVICE_002,21.4,7.62,62.5,0.7,56.7,2026-04-09 15:17:57.869028
1170,DEVICE_003,17.9,7.17,205.4,0.63,92.5,2026-04-09 15:47:57.869028
1171,DEVICE_001,17.2,8.16,208.9,0.24,53.3,2026-04-09 16:17:57.869028
1172,DEVICE_002,15.5,8.14,260.7,0.84,81.1,2026-04-09 16:47:57.869028
1173,DEVICE_003,18.3,8.25,213.0,0.55,119.5,2026-04-09 17:17:57.869028
1174,DEVICE_002,20.7,7.66,268.6,0.85,84.1,2026-04-09 17:47:57.869028
1175,DEVICE_002,18.5,6.68,203.4,0.72,148.9,2026-04-09 18:17:57.869028
1176,DEVICE_002,23.0,7.47,108.4,0.34,103.3,2026-04-09 18:47:57.869028
1177,DEVICE_002,15.2,8.25,118.7,0.53,93.3,2026-04-09 19:17:57.869028
1178,DEVICE_003,21.5,7.18,132.1,0.44,125.9,2026-04-09 19:47:57.869028
1179,DEVICE_001,17.8,8.06,101.3,0.65,142.0,2026-04-09 20:17:57.869028
1180,DEVICE_002,23.5,7.46,154.1,0.28,79.0,2026-04-09 20:47:57.869028
1181,DEVICE_003,20.1,8.27,206.9,0.18,149.6,2026-04-09 21:17:57.869028
1182,DEVICE_001,21.5,7.47,291.9,0.26,90.4,2026-04-09 21:47:57.869028
1183,DEVICE_003,18.3,5.46,192.0,0.84,145.6,2026-04-09 22:17:57.869028
1184,DEVICE_003,24.1,6.64,128.4,0.88,81.0,2026-04-09 22:47:57.869028
1185,DEVICE_001,19.9,7.96,208.0,0.86,71.3,2026-04-09 23:17:57.869028
1186,DEVICE_001,18.7,6.78,245.1,0.56,88.6,2026-04-09 23:47:57.869028
1187,DEVICE_002,18.1,7.27,211.9,0.63,115.7,2026-04-10 00:17:57.869028
1188,DEVICE_002,5.8,8.2,247.0,0.41,104.3,2026-04-10 00:47:57.869028
1189,DEVICE_003,21.9,6.89,116.8,0.63,116.9,2026-04-10 01:17:57.869028
1190,DEVICE_003,13.9,7.1,144.1,0.61,143.1,2026-04-10 01:47:57.869028
1191,DEVICE_002,24.4,7.4,81.1,0.84,62.3,2026-04-10 02:17:57.869028
1192,DEVICE_001,16.9,7.7,251.3,4.29,66.7,2026-04-10 02:47:57.869028
1193,DEVICE_003,21.0,7.24,269.1,0.28,134.8,2026-04-10 03:17:57.869028
1194,DEVICE_001,23.1,8.15,95.5,0.51,106.4,2026-04-10 03:47:57.869028
1195,DEVICE_002,21.9,8.07,245.9,0.66,63.4,2026-04-10 04:17:57.869028
1196,DEVICE_003,20.8,6.85,72.5,0.88,138.6,2026-04-10 04:47:57.869028
1197,DEVICE_001,24.1,7.41,131.5,0.26,68.4,2026-04-10 05:17:57.869028
1198,DEVICE_002,9.5,4.11,433.9,3.28,107.2,2026-04-10 05:47:57.869028
1199,DEVICE_002,17.1,7.18,138.4,0.45,54.7,2026-04-10 06:17:57.869028
1200,DEVICE_003,23.7,8.47,92.8,0.64,57.1,2026-04-10 06:47:57.869028
1201,DEVICE_001,22.5,9.0,94.0,0.64,121.9,2026-04-10 07:17:57.869028
1202,DEVICE_003,24.8,6.51,164.5,0.3,115.0,2026-04-10 07:47:57.869028
1203,DEVICE_001,17.5,6.51,111.6,0.86,140.6,2026-04-10 08:17:57.869028
1204,DEVICE_001,20.1,7.8,93.8,0.49,144.2,2026-04-10 08:47:57.869028
1205,DEVICE_003,22.3,7.54,200.7,0.49,94.9,2026-04-10 09:17:57.869028
1206,DEVICE_002,18.1,7.95,237.0,0.25,57.2,2026-04-10 09:47:57.869028
1207,DEVICE_001,18.1,6.88,153.1,0.16,103.1,2026-04-10 10:17:57.869028
1208,DEVICE_001,19.6,7.17,271.9,0.18,90.5,2026-04-10 10:47:57.869028
